country_tcf,item_tcf,item_group,item_type,processed,variable,value,unit
cap-vert,bananas,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
cap-vert,mangoes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
cap-vert,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
cap-vert,cattle,meat,livestock products,primary,live weight,260,kg/an
cap-vert,sheep,meat,livestock products,primary,live weight,50,kg/an
cap-vert,goats,meat,livestock products,primary,live weight,18,kg/an
cap-vert,pigs,meat,livestock products,primary,live weight,68,kg/an
cap-vert,chickens,meat,livestock products,primary,live weight,1.4,kg/an
cap-vert,"offals of cattle, edible",edible offals,livestock products,primary,yield,20,kg/an
cap-vert,"offals of sheep, edible",edible offals,livestock products,primary,yield,,kg/an
cap-vert,"offals of goats, edible",edible offals,livestock products,primary,yield,,kg/an
cap-vert,"offals of pigs, edible",edible offals,livestock products,primary,yield,,kg/an
cap-vert,fat of cattle,slaughter fats,livestock products,primary,yield,3,kg/an
cap-vert,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
cap-vert,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
cap-vert,fat of pigs,slaughter fats,livestock products,primary,yield,,kg/an
cap-vert,"cattle hides, fresh",hides and skins,livestock products,primary,yield,25,kg/an
cap-vert,"sheepskins, fresh",hides and skins,livestock products,primary,yield,3,kg/an
cap-vert,"goatskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
cap-vert,"cow milk, whole, fresh",milk,livestock products,primary,yield,640,kg/milk_an
cap-vert,goat milk,milk,livestock products,primary,yield,100,kg/milk_an
cap-vert,hen eggs,eggs,livestock products,primary,yield,4,kg/lay_an
rep. centrafricaine,"rice, paddy",cereals,crops and derived products,primary,seeding rates,80,kg/ha
rep. centrafricaine,maize,cereals,crops and derived products,primary,seeding rates,30,kg/ha
rep. centrafricaine,millet,cereals,crops and derived products,primary,seeding rates,40,kg/ha
rep. centrafricaine,sorghum,cereals,crops and derived products,primary,seeding rates,40,kg/ha
rep. centrafricaine,potatoes,roots and tubers,crops and derived products,primary,seeding rates,2000,kg/ha
rep. centrafricaine,cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
rep. centrafricaine,taro (coco yam),roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
rep. centrafricaine,yams,roots and tubers,crops and derived products,primary,seeding rates,5000,kg/ha
rep. centrafricaine,pulses nes,pulses,crops and derived products,primary,seeding rates,50,kg/ha
rep. centrafricaine,sugar cane,sugar crops,crops and derived products,primary,seeding rates,,kg/ha
rep. centrafricaine,groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,100,kg/ha
rep. centrafricaine,palm kernels,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
rep. centrafricaine,sesame seed,oil-bearing crops,crops and derived products,primary,seeding rates,10,kg/ha
rep. centrafricaine,cottonseed,oil-bearing crops,crops and derived products,primary,seeding rates,30,kg/ha
rep. centrafricaine,"pumpkins, squash, gourds",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
rep. centrafricaine,bananas,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
rep. centrafricaine,plantains,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
rep. centrafricaine,oranges,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
rep. centrafricaine,lemons and limes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
rep. centrafricaine,grapefruit and pomelo,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
rep. centrafricaine,mangoes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
rep. centrafricaine,avocados,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
rep. centrafricaine,pineapples,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
rep. centrafricaine,cattle,meat,livestock products,primary,live weight,280,kg/an
rep. centrafricaine,sheep,meat,livestock products,primary,live weight,30,kg/an
rep. centrafricaine,goats,meat,livestock products,primary,live weight,34,kg/an
rep. centrafricaine,pigs,meat,livestock products,primary,live weight,60,kg/an
rep. centrafricaine,chickens,meat,livestock products,primary,live weight,2,kg/an
rep. centrafricaine,"offals of cattle, edible",edible offals,livestock products,primary,yield,25,kg/an
rep. centrafricaine,"offals of sheep, edible",edible offals,livestock products,primary,yield,3,kg/an
rep. centrafricaine,"offals of goats, edible",edible offals,livestock products,primary,yield,,kg/an
rep. centrafricaine,"offals of pigs, edible",edible offals,livestock products,primary,yield,,kg/an
rep. centrafricaine,fat of cattle,slaughter fats,livestock products,primary,yield,5,kg/an
rep. centrafricaine,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
rep. centrafricaine,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
rep. centrafricaine,fat of pigs,slaughter fats,livestock products,primary,yield,3,kg/an
rep. centrafricaine,"cattle hides, fresh",hides and skins,livestock products,primary,yield,22,kg/an
rep. centrafricaine,"sheepskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
rep. centrafricaine,"goatskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
rep. centrafricaine,"cow milk, whole, fresh",milk,livestock products,primary,yield,100,kg/milk_an
rep. centrafricaine,hen eggs,eggs,livestock products,primary,yield,,kg/lay_an
rep. centrafricaine,honey,honey,livestock products,primary,yield,15,kg/hive
tchad,wheat,cereals,crops and derived products,primary,seeding rates,49,kg/ha
tchad,"rice, paddy",cereals,crops and derived products,primary,seeding rates,72,kg/ha
tchad,maize,cereals,crops and derived products,primary,seeding rates,30,kg/ha
tchad,millet,cereals,crops and derived products,primary,seeding rates,15,kg/ha
tchad,sorghum,cereals,crops and derived products,primary,seeding rates,15,kg/ha
tchad,cereals nes,cereals,crops and derived products,primary,seeding rates,25,kg/ha
tchad,potatoes,roots and tubers,crops and derived products,primary,seeding rates,500,kg/ha
tchad,sweet potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
tchad,cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
tchad,taro (coco yam),roots and tubers,crops and derived products,primary,seeding rates,200,kg/ha
tchad,yams,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
tchad,"beans, dry",pulses,crops and derived products,primary,seeding rates,50,kg/ha
tchad,pulses nes,pulses,crops and derived products,primary,seeding rates,40,kg/ha
tchad,groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,69,kg/ha
tchad,sesame seed,oil-bearing crops,crops and derived products,primary,seeding rates,10,kg/ha
tchad,cottonseed,oil-bearing crops,crops and derived products,primary,seeding rates,60,kg/ha
tchad,"onions, dry",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
tchad,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
tchad,mangoes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
tchad,dates,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
tchad,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
tchad,cattle,meat,livestock products,primary,live weight,283,kg/an
tchad,sheep,meat,livestock products,primary,live weight,40,kg/an
tchad,goats,meat,livestock products,primary,live weight,26,kg/an
tchad,pigs,meat,livestock products,primary,live weight,35,kg/an
tchad,chickens,meat,livestock products,primary,live weight,1,kg/an
tchad,horses,meat,livestock products,primary,live weight,210,kg/an
tchad,camels,meat,livestock products,primary,live weight,360,kg/an
tchad,"offals of cattle, edible",edible offals,livestock products,primary,yield,24,kg/an
tchad,"offals of sheep, edible",edible offals,livestock products,primary,yield,,kg/an
tchad,"offals of goats, edible",edible offals,livestock products,primary,yield,,kg/an
tchad,fat of cattle,slaughter fats,livestock products,primary,yield,4,kg/an
tchad,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
tchad,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
tchad,"cattle hides, fresh",hides and skins,livestock products,primary,yield,22,kg/an
tchad,"sheepskins, fresh",hides and skins,livestock products,primary,yield,3,kg/an
tchad,"goatskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
tchad,"cow milk, whole, fresh",milk,livestock products,primary,yield,270,kg/milk_an
tchad,butter of cow milk,milk,livestock products,processed,yield,,kg/milk_an
tchad,sheep milk,milk,livestock products,primary,yield,25,kg/milk_an
tchad,goat milk,milk,livestock products,primary,yield,40,kg/milk_an
tchad,camel milk,milk,livestock products,primary,yield,800,kg/milk_an
tchad,hen eggs,eggs,livestock products,primary,yield,,kg/lay_an
tchad,honey,honey,livestock products,primary,yield,8,kg/hive
comores,"rice, paddy",cereals,crops and derived products,primary,seeding rates,130,kg/ha
comores,maize,cereals,crops and derived products,primary,seeding rates,25,kg/ha
comores,sweet potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
comores,cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
comores,pulses nes,pulses,crops and derived products,primary,seeding rates,60,kg/ha
comores,coconuts,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
comores,vegetables fresh nes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
comores,bananas,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
comores,fruit fresh nes,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
comores,cattle,meat,livestock products,primary,live weight,220,kg/an
comores,sheep,meat,livestock products,primary,live weight,30,kg/an
comores,goats,meat,livestock products,primary,live weight,21,kg/an
comores,chickens,meat,livestock products,primary,live weight,1.1,kg/an
comores,"offals of cattle, edible",edible offals,livestock products,primary,yield,20,kg/an
comores,"offals of sheep, edible",edible offals,livestock products,primary,yield,3,kg/an
comores,"offals of goats, edible",edible offals,livestock products,primary,yield,2,kg/an
comores,fat of cattle,slaughter fats,livestock products,primary,yield,5,kg/an
comores,fat of sheep,slaughter fats,livestock products,primary,yield,,kg/an
comores,fat of goats,slaughter fats,livestock products,primary,yield,,kg/an
comores,"cattle hides, fresh",hides and skins,livestock products,primary,yield,20,kg/an
comores,"sheepskins, fresh",hides and skins,livestock products,primary,yield,3,kg/an
comores,"goatskins, fresh",hides and skins,livestock products,primary,yield,,kg/an
comores,"cow milk, whole, fresh",milk,livestock products,primary,yield,500,kg/milk_an
comores,hen eggs,eggs,livestock products,primary,yield,4,kg/lay_an
"congo, republique de","rice, paddy",cereals,crops and derived products,primary,seeding rates,40,kg/ha
"congo, republique de",maize,cereals,crops and derived products,primary,seeding rates,15,kg/ha
"congo, republique de",potatoes,roots and tubers,crops and derived products,primary,seeding rates,1000,kg/ha
"congo, republique de",sweet potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
"congo, republique de",cassava,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
"congo, republique de",yams,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
"congo, republique de",roots and tubers nes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
"congo, republique de","beans, dry",pulses,crops and derived products,primary,seeding rates,40,kg/ha
"congo, republique de","peas, dry",pulses,crops and derived products,primary,seeding rates,50,kg/ha
"congo, republique de",sugar cane,sugar crops,crops and derived products,primary,seeding rates,,kg/ha
"congo, republique de",groundnuts in shell,oil-bearing crops,crops and derived products,primary,seeding rates,70,kg/ha
"congo, republique de",palm kernels,oil-bearing crops,crops and derived products,primary,seeding rates,,kg/ha
"congo, republique de",sesame seed,oil-bearing crops,crops and derived products,primary,seeding rates,8,kg/ha
"congo, republique de",tomatoes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
