species,species_name,isscaap_division_code,isscaap_division_name,isscaap_group_code,isscaap_group_name,fao_group_code,fao_group_name,cpc_division_code,cpc_division_name,cpc_group_code,cpc_group_name,cpc_class_code,cpc_class_name
WPM,Pacific harvestfish,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
HEP,Pacific herring,3,Marine fishes,35,"Herrings, sardines, anchovies",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
TQU,Pacific horse clam,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
TQZ,Pacific horse clams NEI,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
PJM,Pacific jack mackerel,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
PTS,Pacific littleneck clam,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
NFO,Pacific lobsterette,4,Crustaceans,43,"Lobsters, spiny-rock lobsters",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",439,"Other crustaceans, live, fresh or chilled"
MGZ,Pacific melongena,5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",449,"Other molluscs, live, fresh or chilled"
MES,Pacific menhaden,3,Marine fishes,35,"Herrings, sardines, anchovies",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
LWV,Pacific mutton hamlet,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
OPP,Pacific ocean perch,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
LCS,Pacific piquitinga,3,Marine fishes,35,"Herrings, sardines, anchovies",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
BPQ,Pacific pomfret,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
PPO,Pacific pompano,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
CKQ,Pacific porgy,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
RAP,Pacific razor clam,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
LWP,Pacific red snapper,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
ROC,Pacific rock crab,4,Crustaceans,42,"Crabs, sea-spiders",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",431,"Crabs, live, fresh or chilled"
YII,Pacific rock shrimp,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",436,"Other shrimps and prawns, live, fresh or chilled"
BUP,Pacific rudderfish,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
ORC,Pacific salmons NEI,2,Diadromous fishes,23,"Salmons, trouts, smelts",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",422,"Salmonidae, live, fresh or chilled"
IYO,Pacific sanddab,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
PAS,Pacific sandlance,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
ROJ,Pacific sandperch,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
YSE,Pacific sand sole,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
CHP,Pacific sardine,3,Marine fishes,35,"Herrings, sardines, anchovies",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
SAP,Pacific saury,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
TIT,Pacific seabob,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",436,"Other shrimps and prawns, live, fresh or chilled"
BOS,Pacific seabobs,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",436,"Other shrimps and prawns, live, fresh or chilled"
PSH,Pacific shrimps NEI,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",435,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled"
SIE,Pacific sierra,3,Marine fishes,36,"Tunas, bonitos, billfishes",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
SON,Pacific sleeper shark,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
NBO,Pacific smalleye croaker,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
HTZ,Pacific spadefish,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
THP,Pacific thread herring,3,Marine fishes,35,"Herrings, sardines, anchovies",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
MGX,Pacific tomcod,3,Marine fishes,32,"Cods, hakes, haddocks",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",424,"Fish of Gadiformes, live, fresh or chilled"
LOZ,Pacific tripletail,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
DWP,Pacific white-sided dolphin,6,"Whales, seals and other aquatic mammals",62,"Sperm-whales, pilot-whales",1579,Aquatic Mammals,,,,,,
LGN,Pacora,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
CSO,Pacu,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
SRK,Painted comber,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
AOM,Painted eel,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
NOL,Painted notie,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
NUV,Painted spiny lobster,4,Crustaceans,43,"Lobsters, spiny-rock lobsters",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",432,"Rock lobster and other sea crawfish, live, fresh or chilled"
DGP,Painted sweetlips,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
PAL,Palaemonid shrimps NEI,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",436,"Other shrimps and prawns, live, fresh or chilled"
QPX,Palaemon shrimps NEI,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",436,"Other shrimps and prawns, live, fresh or chilled"
NEG,Pale toadfish,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
CRW,Palinurid spiny lobsters NEI,4,Crustaceans,43,"Lobsters, spiny-rock lobsters",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",432,"Rock lobster and other sea crawfish, live, fresh or chilled"
TAP,Paloma pompano,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
EAP,Panama anchovy,3,Marine fishes,35,"Herrings, sardines, anchovies",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
YSZ,Panama grunt,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
RSM,Panama spadefish,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
PDZ,Pandalid shrimps NEI,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",435,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled"
PAN,Pandalus shrimps NEI,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",435,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled"
PAX,Pandoras NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
PGP,Pangas catfish,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
PGZ,Pangas catfishes NEI,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
PGA,Panga seabream,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
PQZ,[Pangasius djambal],1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
GEX,[Panopea spp],5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
DPN,Pantropical spotted dolphin,6,"Whales, seals and other aquatic mammals",62,"Sperm-whales, pilot-whales",1579,Aquatic Mammals,,,,,,
AKX,[Paphies spp],5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
LVG,Papuan black snapper,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
PGE,[Parachaenichthys georgianus],3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
QRX,Parachanna snakeheads NEI,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
IMY,Paraguayan caiman,7,Miscellaneous aquatic animals,73,Crocodiles and alligators,,,,,,,,
XBX,[Paralabrax spp],3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
PAI,[Paralomis spp],4,Crustaceans,44,"King crabs, squat-lobsters",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",439,"Other crustaceans, live, fresh or chilled"
NPP,Parapenaeopsis shrimps NEI,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",436,"Other shrimps and prawns, live, fresh or chilled"
MGI,Parassi mullet,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
SBP,Pargo breams NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
